lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,elevation_m,distance_to_town_km,station_code,station_elevation,station_dist_km
-107.789,39.231,OAKP,Oak Point - Vega State Park,SP,970-487-3407,mid may-late nov,NA,39,NH DP VT DW NS RS,CO,E,Collbran,vault,TRUE,TRUE,FALSE,2438,14.81,USC00051743,1832,16.48
-117.405,48.754,EDGE,Edgewater,NF,509-447-7316/509-684-7000,mid may-late aug,NA,21,NH ND NS RS,WA,NE,Ione,NA,NA,TRUE,FALSE,646,1.77,USS0017A01S,1524,18.02
-109.347,33.269,UPPJ,Upper Juan Miller,NF,928-687-1301/928-333-4301,NA,NA,4,NH ND VT NW NS NR N$,AZ,N,Clifton,vault,FALSE,FALSE,FALSE,1775,24.78,USS0009S11S,2749,42.4
-116.891,48.625,REED,Reeder Bay,NF,208-443-2512/208-765-7223,mid may-mid sep,NA,24,NH ND 50ft VT DW NS RS,ID,N,Priest River,vault,TRUE,TRUE,FALSE,772,49.41,USS0017A01S,1524,22.48
-107.78,39.222,ASPG,Aspen Grove - Vega State Park,SP,970-487-3407,mid may-late nov,NA,27,NH DP VT DW NS RS,CO,E,Collbran,vault,TRUE,TRUE,FALSE,2438,15.77,USC00051743,1832,17.32
-116.832,48.611,PRI2,Priest Lake State Park,SP,208-443-2200,all year,NA,NA,WES RS,ID,N,Coolin,NA,NA,TRUE,NA,762,14.64,USS0017A01S,1524,27.1
-110.347,31.817,KART,Kartchner Caverns State Park,SP,520-586-4100,all year,NA,62,E DP 60ft FT DW SH RS,AZ,S,Benson,flush,TRUE,TRUE,TRUE,1427,17.54,USC00024534,1430,2.18
-109.341,33.267,LOWJ,Lower Juan Miller,NF,928-687-1301/928-333-4301,NA,NA,4,NH ND VT NW NS NR N$,AZ,N,Clifton,vault,FALSE,FALSE,FALSE,1754,24.46,USS0009S11S,2749,42.58
-109.89,44.471,EAGL,Eagle Creek,NF,307-527-6921/307-527-6241,mid may-mid sep,RV only,20,NH ND 22ft VT DW NS NR,WY,W,Wapiti,vault,TRUE,FALSE,FALSE,1978,35.89,USC00487031,2038,6.88
-121.869,49.347,WEAV,Weaver Lake,SF,NA,NA,2wd OK-res (604)796-0102,30,NH ND PT NW NS RS L$,BC,NW,Agassiz,pit,FALSE,TRUE,FALSE,NA,14.16,CA001100119,19,13.11
-109.382,33.187,GRAN,Granville,NF,928-687-1301/928-333-4301,mid apr-mid nov,NA,12,NH ND 16ft VT DW NS NR N$,AZ,N,Morenci,vault,TRUE,FALSE,FALSE,2058,15.93,USW00093084,968,43.8
-110.31,44.948,SLOU,Slough Creek - Yellowstone National Park,NP,307-344-7381,mid jun-mid oct,NA,28,NH ND VT DW NS NR L$,WY,NA,NA,vault,TRUE,FALSE,FALSE,1912,NA,USC00485355,2002,8.35
-115.095,48.043,THOM,Thompson Chain of Lakes FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,91,NH ND VT NW NS NR L$,MT,W,Kalispell,vault,FALSE,FALSE,FALSE,1019,60.51,USC00245020,1056,12.35
-113.145,47.123,MONT,Monture Creek,NF,NA,NA,NA,5,NH ND VT NW NS NR,MT,N,Ovando,vault,FALSE,FALSE,FALSE,1271,11.43,USS0013C31S,1905,29.94
-125.074,49.195,NAHR,Nahmint Lake Rec Site,SF,NA,NA,2wd OK,13,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001036B06,76,16.97
-115.067,48.033,LOGA,Logan State Park,SP,406-293-7190,all year,NA,40,E DP FT DW SH RS,MT,W,Kalispell,flush,TRUE,TRUE,TRUE,1031,58.9,USC00245020,1056,13.46
-114.015,47.578,NORC,North Crow Creek,BLM,NA,NA,NA,NA,NH ND NS NR,MT,NE,Ronan,NA,NA,FALSE,FALSE,1145,8.53,USS0013B25S,1500,11.4
-121.709,49.347,HICK,Hicks Lake - Sasquatch Provincial Park,PP,604-986-9371,NA,NA,71,NR,BC,NE,Harrison Hot Springs,NA,NA,FALSE,NA,NA,7.56,CA001100119,19,11.58
-107.807,37.629,PURG,Purgatory,NF,NA,NA,NA,14,NH 25ft VT DW NR,CO,N,Durango,vault,TRUE,FALSE,NA,2683,39.91,USS0007M05S,2707,2.35
-109.62,44.159,DEER,Deer Creek,NF,307-527-6921/307-527-6241,NA,NA,6,NH ND 16ft VT NW NS NR N$,WY,SW,Cody,vault,FALSE,FALSE,FALSE,1971,60.67,USS0009E13S,2981,28.06
-107.808,37.534,HAVI,Haviland Lake,NF,970-884-2512/970-247-4874,mid may-mid sep,NA,43,E ND 35ft VT DW NS RS,CO,N,Durango,vault,TRUE,TRUE,FALSE,2486,29.45,USS0007M05S,2707,12.88
-107.775,37.806,SOMI,South Mineral,NF,970-884-2512/970-247-4874,NA,NA,26,NH ND 45ft VT DW NS NR,CO,W,Silverton,vault,TRUE,FALSE,FALSE,3013,9.82,USS0007M14S,3060,6.29
-107.896,40.435,DUFF,Duffy Mountain - Yampa River State Park,SP,970-276-2061,mid may-late nov,NA,7,NH ND NS RS,CO,W,Craig,NA,NA,TRUE,FALSE,1858,30.9,USC00055446,1812,19.09
-121.684,49.364,BENC,Bench - Sasquatch Provincial Park,PP,604-986-9371,NA,NA,64,NR,BC,NE,Harrison Hot Springs,NA,NA,FALSE,NA,NA,10.14,CA001113542,39,13.37
-118.696,49.059,BOUN,Boundary Creek Provincial Park,PP,250-548-0076,NA,NA,18,NR,BC,S,Greenwood,NA,NA,FALSE,NA,715,3.54,CA001135126,580,8.35
-108.737,42.823,LAND,Lander City Park,CP,307-332-4647,NA,NA,20,NH DP FT DW NS N$,WY,SW,Lander,flush,TRUE,NA,FALSE,1646,1.13,USW00024021,1704,1.24
-108.991,33.818,HEAD,Head Of Ditch,NF,505-773-4678/505-388-8201,all year,NA,12,NH ND 30ft VT NW NS NR N$,NM,E,Alpine  AZ,vault,FALSE,FALSE,FALSE,2186,14.48,USS0008S01S,2438,9.45
-107.736,38.214,RIDG,Ridgway State Park,SP,970-626-5822,mid may-late sep,3 campgrounds,283,WES FT DW RS PA,CO,N,Ridgway,flush,TRUE,TRUE,NA,2148,6.92,USC00057020,2148,7.37
-121.684,49.368,DEER,Deer Lake - Sasquatch Provincial Park,PP,604-986-9371,NA,NA,30,NR,BC,NE,Harrison Hot Springs,NA,NA,FALSE,NA,NA,10.46,CA001113542,39,13.37
-118.982,49.112,KETT,Kettle River Provincial Park Rec Area,PP,250-548-0076,NA,NA,87,RS,BC,S,Westbridge,NA,NA,TRUE,NA,614,6.44,USS0018A26S,1634,18.03
-107.709,38.586,NORM,North Rim - Gunnison National Park,NP,970-641-2337,NA,NA,13,NH ND 22ft VT DW NS NR L$,CO,NE,Montrose,vault,TRUE,FALSE,FALSE,2368,18.83,USC00050754,2484,3.96
-107.751,39.633,RIFG,Rifle Gap State Park,SP,970-625-1607,early may-late oct,4 campgrounds,146,WES VT DW RS PA,CO,N,Rifle,vault,TRUE,TRUE,NA,1821,11.27,USC00057033,1667,8.68
-111.422,46.034,FAIR,Fairweather FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH ND NS NR,MT,N,Logan,NA,NA,FALSE,FALSE,1212,16.58,USC00248363,1230,10.56
-124.272,49.325,RATH,Rathtrevor Beach Provincial Park,PP,250-474-1336,NA,NA,150,RS,BC,E,Parksville,NA,NA,TRUE,NA,NA,3.06,CA001020590,13,8.14
-117.282,48.791,NOIS,Noisy Creek,NF,509-446-7500/509-684-7000,mid may-late aug,NA,34,NH ND NS RS,WA,SE,Metaline,NA,NA,TRUE,FALSE,806,10.3,USS0017A01S,1524,13.51
-119.63,49.231,MADD,Madden Lake,SF,NA,NA,2wd OK-rough access road,8,NH ND PT NW NS NR N$,BC,NE,Cawston,pit,FALSE,FALSE,FALSE,853,10.46,CA001125766,297,7.88
-107.688,38.544,SOUR,South Rim - Gunnison National Park,NP,970-641-2337,all year,NA,88,E ND 35ft VT DW NS RS PA L$,CO,NE,Montrose,vault,TRUE,TRUE,FALSE,2551,18.02,USW00003060,2561,0.42
-113.617,47.446,HOLL,Holland Lake,NF,406-837-7500/406-758-5200,mid may-late sep,free wifi,56,NH DP 50ft VT DW NS RS,MT,N,Seeley Lake,vault,TRUE,TRUE,FALSE,1249,31.38,USS0013B22S,1448,12.42
-110.549,45.289,SNOW,Snowbank,NF,406-222-1892/406-587-6701,early jun-late aug,NA,14,NH ND 35ft VT DW NS RS PA,MT,S,Livingston,vault,TRUE,TRUE,FALSE,1751,41.36,USC00245080,1537,22.97
-114.903,48.033,MCGR,McGregor Lake,NF,406-293-7773/406-293-6211,NA,NA,22,NH ND 32ft VT DW NS NR L$,MT,SE,Libby,vault,TRUE,FALSE,FALSE,1190,62.44,USC00245020,1056,24.85
-119.543,49.226,INKA,Inkaneep Provincial Park,PP,250-548-0076,NA,NA,7,NR,BC,N,Oliver,NA,NA,FALSE,NA,NA,4.99,CA001125766,297,4.78
-124.548,49.313,LITT,Little Qualicum Falls Provincial Park,PP,250-474-1336,NA,NA,95,RS,BC,NA,NA,NA,NA,TRUE,NA,NA,NA,CA001026565,8,10.89
-112.917,47.073,BIGN,Big Nelson  Complex,NF,406-677-2233/406-329-3750,NA,NA,4,NH ND VT NW NS NR,MT,E,Ovando,vault,FALSE,FALSE,FALSE,1394,17.38,USS0012B14S,2118,14.22
-109.481,32.883,RIVW,Riverview,BLM,NA,NA,NA,13,NH ND VT DW NS NR,AZ,E,Sanchez,vault,TRUE,FALSE,FALSE,956,5.95,USW00093084,968,14.78
-109.757,44.452,NEWT,Newton Creek,NF,307-527-6921/307-527-6241,mid may-mid sep,NA,31,NH ND 22ft VT DW NS NR,WY,W,Wapiti,vault,TRUE,FALSE,FALSE,1900,25.43,USS0009E13S,2981,8.42
-107.694,38.002,THIS,Thistledown,NF,970-240-5300/970-874-6600,NA,NA,9,NH VT NW NR,CO,S,Ridgway,vault,FALSE,FALSE,NA,2616,17.54,USC00056205,2352,3.3
-117.061,48.767,STAG,Stagger Inn,NF,NA,NA,NA,4,NH ND VT NW NS NR,ID,N,Priest River,vault,FALSE,FALSE,FALSE,975,66.14,USS0017A01S,1524,12.25
-117.061,48.767,STAG,Stagger Inn,NF,208-443-2512/208-765-7223,NA,NA,9,NH ND NS NR,WA,NW,Nordman,NA,NA,FALSE,FALSE,1015,17.06,USS0017A01S,1524,12.25
-114.311,47.811,FLAB,Big Arm State Park,SP,406-849-5256,early may-late sep,NA,40,NH 35ft FT DW SH RS,MT,NW,Polson,flush,TRUE,TRUE,TRUE,902,17.22,USC00246640,832,15.72
-124.929,49.296,SPRO,Sproat Lake Provincial Park,PP,250-474-1336,NA,NA,59,RS,BC,S,Fanny Bay,NA,NA,TRUE,NA,NA,23.34,CA001036B06,76,2.32
-107.699,39.676,RIFF,Rifle Falls State Park,SP,970-625-1607,early apr-late dec,NA,18,E VT DW RS PA,CO,NE,Rifle,vault,TRUE,TRUE,NA,1991,17.22,USC00057033,1667,13.39
-112.671,46.955,HOOP,Hooper Park,CP,406-362-4855,NA,shaded,26,WE DW SH,MT,E,Lincoln,NA,TRUE,NA,TRUE,1389,0.8,USS0012B16S,1585,12.86
-116.569,48.635,ROMA,Roman Nose,NF,208-267-5561/208-765-7223,NA,NA,7,NH ND NS NR,ID,NW,Naples,NA,NA,FALSE,FALSE,1807,14.81,USS0016A14S,1073,12.4
-109.74,44.462,REXH,Rex Hale,NF,307-527-6921/307-527-6241,early jun-late aug,NA,30,E ND 40ft VT DW NS RS,WY,W,Wapiti,vault,TRUE,TRUE,FALSE,1874,23.98,USS0009E13S,2981,9.94
-107.65,38.525,EASP,East Portal - Curecanti National Rec Area,NRA,970-641-2337,NA,NA,15,NH ND VT DW NS NR L$,CO,W,Gunnison,vault,TRUE,FALSE,FALSE,2012,63.09,USW00003060,2561,4.28
-110.637,45.42,PARA,Paradise FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH ND NS NR,MT,S,Livingston,NA,NA,FALSE,FALSE,1464,27.52,USC00245080,1537,10.39
-117.836,48.96,SHEE,Sheep Creek- State Forest,SF,509-684-7474,see agency web site for open/closed status,NA,11,NH ND VT DW NS NR PA,WA,N,Kettle Falls,vault,TRUE,FALSE,FALSE,590,42,USC00455946,450,9.8
-125.182,49.273,SNOW,Snow Creek,SF,NA,NA,2wd OK-small RVs can access,27,NH ND PT NW NS NR L$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001036B06,76,18.73
-107.665,38.019,AMPH,Amphitheater,NF,970-240-5300/970-874-6600,mid jun-late sep,NA,35,NH ND 20ft VT DW NS RS PA,CO,SE,Ouray,vault,TRUE,TRUE,FALSE,2536,0.8,USC00056205,2352,1.05
-107.694,39.764,THRE,Three Forks,NF,NA,NA,NA,4,16ft VT DW NR,CO,NW,New Castle,vault,TRUE,FALSE,NA,2332,25.11,USS0007K02S,2865,15.19
-117.284,48.839,WEST,West Sullivan,NF,509-446-7500/509-684-7000,mid may-late aug,NA,26,NH ND NS RS,WA,E,Metaline,NA,NA,TRUE,FALSE,797,7.89,USC00450844,560,18.07
-107.683,37.749,MOLA,Molas Lake Public Park,CP,866-731-5204,NA,web,NA,NH ND SH,CO,S,Silverton,NA,NA,NA,TRUE,3205,7.08,USS0007M12S,3200,0.63
-121.777,49.441,CASC,Cascade Peninsula,SF,NA,NA,NA,25,NH ND PT NW NS NR L$,BC,N,Harrison Hot Springs,pit,FALSE,FALSE,FALSE,NA,15.61,CA001100119,19,21.26
-117.28,48.839,EAST,East Sullivan,NF,509-446-7500/509-684-7000,NA,NA,61,NH ND NS NR,WA,E,Metaline,NA,NA,FALSE,FALSE,806,8.21,USS0017A01S,1524,18.13
-122.023,49.448,SKWE,Skwellepil Creek,SF,NA,NA,2wd OK,50,NH ND PT NW NS NR L$,BC,N,Harrison Mills,pit,FALSE,FALSE,FALSE,NA,23.66,CA001100119,19,28.84
-107.687,39.731,RIFM,Rifle Mountain County Park,CP,NA,NA,NA,30,VT DW,CO,N,Rifle,vault,TRUE,NA,NA,2196,23.34,USS0007K02S,2865,18.14
-110.115,44.918,PEBB,Pebble Creek - Yellowstone National Park,NP,307-344-7381,mid jun-mid sep,NA,30,NH ND 24ft VT DW NS NR L$,WY,NA,NA,vault,TRUE,FALSE,FALSE,2107,NA,USC00485355,2002,9.74
-107.872,36.56,ANGE,Angel Peak,BLM,NA,NA,NA,6,NH ND 35ft VT NW NS NR,NM,NA,NA,vault,FALSE,FALSE,FALSE,1908,NA,USC00291063,1770,14.25
-116.86,48.735,BEA3,Beaver Creek,NF,208-443-2512/208-765-7223,NA,NA,62,NH ND 35ft VT DW NS NR,ID,NA,NA,vault,TRUE,FALSE,FALSE,764,NA,USS0016A12S,1536,18.74
-108.336,35.037,ELMO,El Morro National Monument,NM,505-783-4226,NA,NA,9,NH 32ft VT DW NR,NM,SE,Ramah,vault,TRUE,FALSE,NA,2199,17.7,USC00292785,2202,1.21
-112.108,46.624,FORT,Fort Harrison RV Military - National Guard,MIL,406-324-3355,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,MT,NW,Helena,NA,NA,TRUE,NA,1226,6.92,USW00024144,1167,11.25
-117.291,48.854,MILP,Mill Pond,NF,509-446-7500/509-684-7000,NA,NA,10,NH ND NS NR,WA,E,Metaline,NA,NA,FALSE,FALSE,783,7.4,USC00450844,560,16.32
-111.406,46.121,TOST,Toston Dam,BLM,406-533-7600,NA,NA,NA,NH VT NR,MT,SE,Toston,vault,NA,FALSE,NA,1282,6.28,USC00248363,1230,20.11
-121.858,49.459,WOOD,Wood Lake,SF,NA,NA,2wd OK-res (604)796-0102,30,NH ND PT NW NS RS L$,BC,N,Harrison Hot Springs,pit,FALSE,TRUE,FALSE,NA,18.35,CA001100119,19,24.17
-110.624,45.457,LOCH,Loch Leven FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH ND NS NR L$,MT,S,Livingston,NA,NA,FALSE,FALSE,1447,23.34,USC00245080,1537,6.66
-117.283,48.861,SULL,Sullivan Lake,NF,801-226-3564,mid may-late aug,NA,40,NH RS NP,WA,E,Metaline Falls,NA,NA,TRUE,NA,1019,6.6,USC00450844,560,15.76
-116.83,48.745,PRI3,Priest Lake State Park,SP,208-443-2200,all year,2 campgrounds,NA,WES RS,ID,N,Coolin,NA,NA,TRUE,NA,794,29.45,USS0016A12S,1536,16.92
-114.084,47.754,FLAF,Finley Point State Park,SP,406-887-2715,early may-late sep,NA,16,E DP 40ft FT DW RS,MT,NE,Polson,flush,TRUE,TRUE,NA,929,9.01,USS0013B25S,1500,10.36
-123.672,49.44,ROBE,Roberts Creek Provincial Park,PP,604-885-3714,NA,NA,21,NR,BC,NW,Roberts Creek,NA,NA,FALSE,NA,NA,2.41,CA001047172,86,3.43
-124.921,49.336,STAM,Stamp River Provincial Park,PP,250-474-1336,NA,NA,23,RS,BC,NA,NA,NA,NA,TRUE,NA,NA,NA,CA001036B06,76,2.33
-107.599,38.688,CRAW,Crawford State Park,SP,970-921-5721,early may-late aug,2 campgrounds,44,E FT DW RS PA,CO,SE,Crawford,flush,TRUE,TRUE,NA,1999,1.93,USC00050754,2484,16.67
-121.763,49.468,BEAR,Bear Creek,SF,NA,NA,2wd OK,40,NH ND PT NW NS NR L$,BC,N,Harrison Hot Springs,pit,FALSE,FALSE,FALSE,NA,18.67,CA001113542,39,22.16
-107.681,37.462,TRAP,Transfer Park,NF,970-884-2512/970-247-4874,NA,NA,25,NH ND 45ft VT DW NS NR,CO,N,Bayfield,vault,TRUE,FALSE,FALSE,2592,27.36,USS0007M34S,3414,4.93
-107.682,37.452,FLOR,Florida,NF,970-884-2512/970-247-4874,mid may-mid sep,NA,20,NH ND 45ft VT DW NS RS PA N$,CO,N,Bayfield,vault,TRUE,TRUE,FALSE,2546,26.23,USS0007M34S,3414,5.55
-110.366,31.56,APAF,Apache Flats Military -  Fort Huachuca,MIL,520-533-1335,NA,voted best - military only - do not use our lat/lon - contact them for directions and info,NA,E DP FT DW SH RS,AZ,W,Sierra Vista,flush,TRUE,TRUE,TRUE,1508,8.53,USC00027880,1402,7.74
-109.668,44.461,CLEA,Clearwater,NF,307-527-6921/307-527-6241,mid may-mid sep,NA,11,NH ND 40ft VT NW NS NR,WY,W,Wapiti,vault,FALSE,FALSE,FALSE,1833,18.35,USS0009E13S,2981,13.24
-119.53,49.298,VASE,Vaseux Lake Provincial Park,PP,250-548-0076,NA,NA,12,NR,BC,NA,NA,NA,NA,FALSE,NA,NA,NA,CA001125766,297,12.84
-110.622,45.484,MALR,Mallards Rest FAS,SFW,NA,NA,steep road - some Fish/Wildlife sites may not have tables,8,NH ND VT NW NS NR L$,MT,S,Livingston,vault,FALSE,FALSE,FALSE,1441,20.28,USC00245080,1537,5.1
-120.137,49.372,STEM,Stemwinder Provincial Park,PP,604-795-6161,NA,NA,26,NR,BC,SW,Summerland,NA,NA,FALSE,NA,NA,42.33,CA001123370,542,5.14
-120.178,49.382,OLHE,Old Hedley Road E.,SF,NA,NA,2wd OK-RVs can access - swimming,15,NH ND PT NW NS NR L$,BC,SW,Summerland,pit,FALSE,FALSE,FALSE,549,43.93,CA001123370,542,8.26
-118.622,49.168,JEWE,Jewel Lake Provincial Park,PP,250-548-0076,NA,NA,26,NR,BC,NE,Greenwood,NA,NA,FALSE,NA,1162,9.82,CA001135126,580,21.47
-108.961,33.593,PUEB,Pueblo Park,NF,505-539-2481/505-388-8201,NA,NA,10,NH ND VT NW NS NR N$,NM,SW,Reserve,vault,FALSE,FALSE,FALSE,1894,23.01,USS0008S01S,2438,16.34
-120.193,49.384,OLHW,Old Hedley Road W.,SF,NA,NA,2wd OK-RVs can access - swimming,10,NH ND PT NW NS NR L$,BC,SW,Summerland,pit,FALSE,FALSE,FALSE,549,44.74,CA001123370,542,9.37
-120.159,49.382,PICK,Pickard Creek,SF,NA,NA,2wd OK-swimming,15,NH ND PT NW NS NR L$,BC,SW,Summerland,pit,FALSE,FALSE,FALSE,549,42.97,CA001123370,542,6.92
-116.909,48.795,NAVI,Navigation,NF,208-443-2512/208-765-7223,NA,NA,5,NH ND VT NW NS NR,ID,N,Priest River,vault,FALSE,FALSE,FALSE,756,68.24,USS0016A12S,1536,15.21
-110.448,31.429,LAKV,Lakeview,NF,520-378-0311/520-388-8300,NA,NA,65,NH ND 32ft VT DW NS NR L$,AZ,SE,Sonoita,vault,TRUE,FALSE,FALSE,1656,34.12,USW00053132,1466,18.84
-107.661,37.405,MILL,Miller Creek,NF,970-884-2512/970-247-4874,NA,NA,12,NH ND 35ft FT DW NS NR,CO,N,Bayfield,flush,TRUE,FALSE,FALSE,2497,20.6,USC00054934,2472,2.9
-118.229,49.103,TEXA,Texas Creek - Gladstone Provincial Park,PP,250-548-0076,NA,NA,63,NR,BC,SE,Christina Lake,NA,NA,FALSE,NA,512,2.57,CA001140876,510,9.6
-114.383,47.927,LAKM,Lake Mary Ronan State Park,SP,406-849-5082,all year,NA,25,NH ND 50ft VT DW NS RS,MT,NW,Dayton,vault,TRUE,TRUE,FALSE,1156,10.3,USS0014B04S,1722,6.39
-109.629,44.463,ELKF,Elk Fork,NF,307-527-6921/307-527-6241,mid may-mid sep,NA,13,NH ND 22ft VT DW NS NR L$,WY,W,Wapiti,vault,TRUE,FALSE,FALSE,1826,15.13,USS0009E13S,2981,15.79
-109.352,44.109,JAC1,Jack Creek,NF,307-527-6921/307-527-6241,mid may-mid oct,NA,7,NH ND 22ft VT DW NS NR N$,WY,W,Meeteetse,vault,TRUE,FALSE,FALSE,2318,38.79,USS0009E03S,2423,16.34
-115.563,48.392,VOLF,Volunteer Firemans Memorial Park - Libby,CP,NA,NA,NA,NA,NH DP FT DW L$,MT,NW,Libby,flush,TRUE,NA,NA,634,0.64,USC00245011,643,18.24
-109.309,32.967,OWLC,Owl Creek,BLM,NA,NA,NA,7,NH ND VT DW NS NR,AZ,W,Threeway,vault,TRUE,FALSE,FALSE,1037,7.72,USC00022754,1116,29.96
-109.623,44.466,WAPI,Wapiti,NF,307-527-6921/307-527-6241,mid may-early sep,NA,41,E ND 50ft VT DW NS RS,WY,W,Wapiti,vault,TRUE,TRUE,FALSE,1810,14.64,USS0009E13S,2981,16.38
-107.554,38.442,CIMA,Cimarron - Curecanti National Rec Area,NRA,970-641-2337,NA,NA,22,NH ND 30ft FT DW NS NR,CO,SE,Cimarron,flush,TRUE,FALSE,FALSE,2112,0.16,USC00051609,2137,0.29
-120.262,49.415,BROM,Bromley Rock Provincial Park,PP,604-795-6161,NA,NA,17,NR,BC,NW,Cawston,NA,NA,FALSE,NA,NA,44.74,CA001123370,542,15.16
-111.492,46.267,YORK,Yorks Islands FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,10,NH ND VT NW NS NR L$,MT,S,Townsend,vault,FALSE,FALSE,FALSE,1172,6.28,USC00248324,1170,7.97
-112.531,46.979,ASPG,Aspen Grove,NF,406-362-4265/406-449-5201,NA,NA,20,NH ND 35ft VT DW NS NR,MT,E,Lincoln,vault,TRUE,FALSE,FALSE,1457,11.75,USS0012B16S,1585,10.42
-119.581,49.341,OKAN,Okanagan Falls Provincial Park,PP,NA,NA,NA,NA,NR,BC,NE,Cawston,NA,NA,FALSE,NA,NA,21.57,CA001126146,344,14.05
-109.605,44.462,BIGG,Big Game,NF,307-527-6921/307-527-6241,early jun-mid sep,NA,16,NH ND 32ft VT NW NS RS L$,WY,W,Wapiti,vault,FALSE,TRUE,FALSE,1804,13.36,USS0009E13S,2981,17.32
-111.497,46.275,DEEP,Deepdale FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH ND NS NR,MT,S,Townsend,NA,NA,FALSE,FALSE,1177,5.15,USC00248324,1170,7
-110.329,31.529,GARD,Garden Canyon  Military - Fort Huachuca,MIL,520-533-7085,NA,military only - do not use our lat/lon - contact them for directions and info,NA,E FT DW RS,AZ,W,Sierra Vista,flush,TRUE,TRUE,NA,1488,5.31,USC00027880,1402,5.12
-107.545,38.258,BIGC,Big Cimarron,NF,NA,mid may-mid sep,NA,10,NH ND 20ft VT NW NS NR L$,CO,S,Cimarron,vault,FALSE,FALSE,FALSE,2651,20.6,USC00051609,2137,20.6
-125.125,49.365,SCOU,Scout Beach,SF,NA,NA,2wd OK,13,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001036B06,76,14.93
-107.545,38.25,BEAL,Beaver Lake,NF,970-240-5300/970-874-6600,mid may-mid sep,NA,11,NH ND 20ft VT DW NS NR L$,CO,S,Cimarron,vault,TRUE,FALSE,FALSE,2678,21.4,USC00051609,2137,21.48
-121.767,49.52,COGB,Cogburn Beach,SF,NA,NA,2wd OK-swimming,25,NH ND PT NW NS NR L$,BC,N,Harrison Hot Springs,pit,FALSE,FALSE,FALSE,NA,24.46,CA001113542,39,25.8
-121.419,49.512,EMOR,Emory Creek Provincial Park,PP,604-863-2443,NA,NA,34,NR,BC,N,Hope,NA,NA,FALSE,NA,NA,14.64,CA001113542,39,17.19
-107.538,38.236,SILJ,Silver Jack,NF,970-240-5300/970-874-6600,mid jun-mid sep,NA,60,NH ND 20ft VT DW NS NR,CO,S,Cimarron,vault,TRUE,FALSE,FALSE,2785,23.01,USC00057020,2148,21.53
-109.586,44.465,HORS,Horse Creek,NF,307-455-2466/307-527-6241,NA,NA,13,32ft VT DW NR,WY,W,Cody,vault,TRUE,FALSE,NA,1795,42.49,USS0009E13S,2981,18.79
-108.893,33.619,COTT,Cottonwood,NF,NA,NA,NA,4,NH ND VT NW NS NR N$,NM,N,Glenwood,vault,FALSE,FALSE,FALSE,1769,33.64,USS0008S01S,2438,14.42
-115.975,48.561,YAKR,Yaak River,NF,NA,NA,NA,44,NH ND 32ft VT DW NS RS L$,MT,NW,Troy,vault,TRUE,TRUE,FALSE,579,12.39,USC00248390,588,10.29
-109.179,43.935,BROW,Brown Mountain,NF,307-527-6921/307-527-6241,mid may-mid sep,NA,7,NH ND 16ft VT NW NS NR N$,WY,NA,NA,vault,FALSE,FALSE,FALSE,2305,NA,USS0009E03S,2423,10.56
-121.879,49.536,TWEN,Twenty Mile Bay,SF,NA,NA,2wd OK-res (604)796-0102,65,NH ND PT NW NS RS L$,BC,N,Harrison Mills,pit,FALSE,TRUE,FALSE,NA,33.15,CA001100119,19,32.84
-123.75,49.506,PORP,Porpoise Bay Provincial Park,PP,604-885-3714,NA,NA,84,RS,BC,N,Sechelt,NA,NA,TRUE,NA,NA,3.54,CA001047172,86,6.68
-120.424,49.46,DEWD,Dewdney,SF,NA,NA,2wd OK-RVs can access,5,NH ND PT NW NS NR N$,BC,E,Princeton,pit,FALSE,FALSE,FALSE,610,5.95,CA001126510,702,6.76
-110.525,45.498,PINC,Pine Creek,NF,406-222-1892/406-587-6701,early jun-mid sep,NA,32,NH ND 45ft VT DW NS RS PA,MT,S,Livingston,vault,TRUE,TRUE,FALSE,1724,18.35,USC00245080,1537,2.66
-125.132,49.388,LOWR,Lowry Lake,SF,NA,NA,2wd OK-swimming,5,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001036B06,76,16.47
-112.619,47.078,COP2,Copper Creek,NF,406-362-4265/406-449-5201,NA,NA,20,NH ND 35ft VT DW NS NR,MT,N,Lincoln,vault,TRUE,FALSE,FALSE,1622,14.48,USS0012B16S,1585,2.47
-111.54,46.358,CANY,Canyon Ferry Lake,BOR,NA,NA,many campgrounds around lake,NA,NH ND VT DW NS NR L$,MT,SE,Helena,vault,TRUE,FALSE,FALSE,1159,45.71,USC00248324,1170,2.99
